File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
eb709d74-ec1f-4863-9c9d-426fd65d9aaa	30727b75-660a-48ba-b8ac-735093ad8c68.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-EM-A3FM	TCGA-EM-A3FM-01A	Primary Tumor
101c682c-ff34-4977-9175-b64a6f3fef00	5a15e4cd-e43d-4108-93eb-7f2b8c6c44c9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-EM-A4FV	TCGA-EM-A4FV-01A	Primary Tumor
dfe67f4c-8241-4502-a8c6-e604a63b2575	f3152f32-283d-4f8b-9491-505e1cca4a7e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-FK-A4UB	TCGA-FK-A4UB-01A	Primary Tumor
cf915018-26dd-4909-8f20-7b505e6bbff0	2c3ef778-2579-468d-8b96-c643415ea891.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-DJ-A2PV	TCGA-DJ-A2PV-01A	Primary Tumor
a0cbeed8-5ba3-41a2-a037-65c72c63db05	8c0dc494-158d-46ae-b443-e84d31fe2ba6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-DJ-A1QI	TCGA-DJ-A1QI-01A	Primary Tumor
70f4545a-f5ac-4151-aa2c-27fbea15593d	fb4cde34-07e4-407c-a60b-25f9af910ad4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-H2-A26U	TCGA-H2-A26U-01A	Primary Tumor
0b431401-fcc0-444d-a776-6766dba7fd66	1951c2c8-5c2d-4c95-a11e-611f59a2dfe9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-EL-A3CO	TCGA-EL-A3CO-01A	Primary Tumor
83001935-e92d-4da9-a787-4a2589f2d93e	09570219-9482-4c33-bdcd-562a3f5c0633.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-KS-A4IB	TCGA-KS-A4IB-01A	Primary Tumor
570a6a0e-7b2b-48d5-a619-f8fcd81c8e55	8044dc9f-0b6a-41db-9167-6fbb4d8a3d02.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-ET-A39L	TCGA-ET-A39L-01A	Primary Tumor
a6c7fb79-e121-4999-b803-a17b7b3dc013	a992d0a7-db0f-4662-aae1-d19af809ed46.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-IM-A3EB	TCGA-IM-A3EB-01A	Primary Tumor
286b9423-cb36-4a04-be2e-f7ce520f2a2a	39e97ad8-068d-4846-8fc6-80458fe9e5f5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-E8-A433	TCGA-E8-A433-01A	Primary Tumor
f306e065-d841-4840-9610-c1f8eec11871	7afe782d-7ef6-4ce9-bf17-986d94dd5457.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-ET-A40P	TCGA-ET-A40P-01A	Primary Tumor
55a3a4d1-b858-4f24-a26c-dc89550f77a4	17fc443a-50aa-4b34-8512-e9c3e99610e6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-FE-A230	TCGA-FE-A230-01A	Primary Tumor
f1661de3-4716-4575-b044-6c352151b30c	442332ef-7aa2-421e-995d-fca1068c4ddc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-ET-A2MY	TCGA-ET-A2MY-01A	Primary Tumor
2cf29cd0-3107-4cdb-9ff1-bd1cd64b6b70	9772eab6-e436-40de-be9c-da4215f7ab57.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-FY-A3R9	TCGA-FY-A3R9-01A	Primary Tumor
1b90172f-630d-4721-8b8c-9135828a4e23	aa594af4-30e6-416d-9ca9-12d1adda4dec.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-EL-A3ZT	TCGA-EL-A3ZT-01A	Primary Tumor
602bf6c9-1328-4389-a7f7-007ec666cbd0	a587d43e-f723-4cb2-a7f7-ae87661f60a4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-DJ-A3VJ	TCGA-DJ-A3VJ-01A	Primary Tumor
2c7c229d-cae4-4c9d-af29-4fcc1ae7f191	bb889ba7-9ef9-4a5d-afeb-207f7bbbd8cf.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-EM-A3FL	TCGA-EM-A3FL-01A	Primary Tumor
5844833f-02d1-4b7d-9aa6-455ee3779385	a3320695-d971-4d7e-8d65-76d9045db303.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-EL-A3CS	TCGA-EL-A3CS-01A	Primary Tumor
bfae293d-d15c-47a1-bb4b-cf82cdc95659	a37b0071-e22b-41e3-b953-7f793693ab88.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-DJ-A2Q5	TCGA-DJ-A2Q5-01A	Primary Tumor
0b9422a7-437c-4af4-9774-1b252c48c529	3e95363e-5a2f-40e5-9afd-148646082f7e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-DJ-A13X	TCGA-DJ-A13X-01A	Primary Tumor
bb801cd1-dd0e-4bd9-8ad4-1a32fc7ec432	623af592-a0df-4e45-a829-f1461ea17f36.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-THCA	TCGA-BJ-A28X	TCGA-BJ-A28X-01A	Primary Tumor
